PO Number,Line Number,Product Primary Key,Item Name,Category,Subcategory,Unit of Measure,Quantity Ordered,Unit Price,Extended Price,Discount Amount,Net Purchase Amount
PO-00117,5,LIQ-001,Canola Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,4,41.87,167.48,8.12,159.36
PO-00117,6,DRY-014,Kosher Salt,Dry Goods & Spices,Spice,25 lb bag,6,10.06,60.36,4.17,56.19
PO-00117,7,FRZ-014,Frozen Mango Chunks,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,5,25.5,127.5,0.0,127.5
PO-00118,1,PRD-006,"Bell Peppers, Green",Produce & Meat,Produce,25 lb case,9,40.29,362.61,0.0,362.61
PO-00118,2,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,9,41.25,371.25,0.0,371.25
PO-00118,3,DRY-020,Onion Powder,Dry Goods & Spices,Spice,1 lb bag,9,8.91,80.19,0.0,80.19
PO-00118,4,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,9,19.9,179.1,0.0,179.1
PO-00118,5,SUP-011,"Degreaser, Kitchen",Supplies,Cleaning,1 gal jug,4,19.98,79.92,0.0,79.92
PO-00118,6,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,1,11.48,11.48,0.0,11.48
PO-00118,7,SUP-026,Hand Soap,Supplies,Chemical,1 gal jug,6,16.17,97.02,0.0,97.02
PO-00118,8,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,8,23.31,186.48,0.0,186.48
PO-00119,1,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,5,33.18,165.9,0.0,165.9
PO-00119,2,ALC-025,Amaretto,Alcoholic Beverage,Liqueur,750ml bottle,5,21.93,109.65,2.52,107.13
PO-00119,3,FRZ-017,"Parmesan, Grated",Frozen/Refrigerated Goods,Dairy,5 lb bag,4,35.59,142.36,0.0,142.36
PO-00119,4,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,21.72,86.88,0.0,86.88
PO-00119,5,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,1,23.49,23.49,0.0,23.49
PO-00119,6,FRZ-001,Frozen Peas,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,1,26.22,26.22,0.0,26.22
PO-00119,7,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,3,11.79,35.37,0.0,35.37
PO-00120,1,FRZ-028,"Yogurt, Plain",Frozen/Refrigerated Goods,Dairy,5 lb tub,5,13.75,68.75,0.0,68.75
PO-00120,2,FRZ-012,"Cheesecake, Uncut",Frozen/Refrigerated Goods,Frozen Dessert,10 inch,7,20.33,142.31,0.0,142.31
PO-00120,3,SUP-008,"Plastic Cutlery, Spoons",Supplies,Disposable,box of 1000,6,16.39,98.34,0.0,98.34
PO-00120,4,DRY-022,"Oregano, Dried",Dry Goods & Spices,Spice,1 lb bag,5,13.37,66.85,0.0,66.85
PO-00120,5,SUP-005,"Napkins, Dinner",Supplies,Disposable,case of 3000,2,31.27,62.54,0.0,62.54
PO-00120,6,DRY-009,"Black Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,6,21.98,131.88,0.0,131.88
PO-00120,7,FRZ-016,Shredded Cheddar,Frozen/Refrigerated Goods,Dairy,5 lb bag,5,17.91,89.55,0.0,89.55
PO-00120,8,ALC-015,"Tequila, Blanco Premium",Alcoholic Beverage,Spirits,1L bottle,4,34.65,138.6,0.0,138.6
PO-00121,1,FRZ-026,Mozzarella Sticks,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,4,55.84,223.36,0.0,223.36
PO-00121,2,PRD-013,Celery,Produce & Meat,Produce,case of 30,8,30.36,242.88,0.0,242.88
PO-00121,3,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,9,15.91,143.19,0.0,143.19
PO-00122,1,NAB-016,Green Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,6,15.91,95.46,0.0,95.46
PO-00122,2,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,4,3.78,15.12,0.0,15.12
PO-00122,3,ALC-011,Rosé,Alcoholic Beverage,Wine,case of 12,6,86.72,520.32,0.0,520.32
PO-00122,4,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,8,19.17,153.36,0.0,153.36
PO-00122,5,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,10,23.63,236.3,0.0,236.3
PO-00122,6,NAB-025,Grapefruit Juice,Non-Alcoholic Beverage,Juice,46 oz can,8,5.76,46.08,0.0,46.08
PO-00123,1,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,3,29.46,88.38,0.0,88.38
PO-00123,2,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,21.37,64.11,0.0,64.11
PO-00123,3,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,8,32.82,262.56,0.0,262.56
PO-00123,4,ALC-012,"Vodka, Well",Alcoholic Beverage,Spirits,1.75L bottle,3,25.66,76.98,0.0,76.98
PO-00123,5,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,2,28.71,57.42,2.64,54.78
PO-00124,1,SUP-028,Chafing Fuel Cans,Supplies,Small Wares,case of 24,6,38.61,231.66,0.0,231.66
PO-00124,2,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,9,16.24,146.16,0.0,146.16
PO-00124,3,NAB-005,Still Water 16.9oz,Non-Alcoholic Beverage,Bottled Water,case of 24,1,6.64,6.64,0.0,6.64
PO-00124,4,NAB-003,Sprite Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,9,67.1,603.9,0.0,603.9
PO-00124,5,DRY-014,Kosher Salt,Dry Goods & Spices,Spice,25 lb bag,3,10.13,30.39,0.0,30.39
PO-00125,1,NAB-030,Powerade Blue,Non-Alcoholic Beverage,Energy/Sports,case of 24,1,17.36,17.36,0.0,17.36
PO-00125,2,ALC-025,Amaretto,Alcoholic Beverage,Liqueur,750ml bottle,9,21.82,196.38,0.0,196.38
PO-00125,3,SUP-018,Parchment Paper Sheets,Supplies,Paper Goods,box of 1000,1,40.76,40.76,0.0,40.76
PO-00125,4,NAB-001,Coca-Cola Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,1,68.83,68.83,1.85,66.98
PO-00125,5,LIQ-026,"Vegetable Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,2,16.67,33.34,0.0,33.34
PO-00125,6,LIQ-014,Ranch Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,20.07,60.21,0.0,60.21
PO-00125,7,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,1,115.97,115.97,0.0,115.97
PO-00125,8,NAB-022,"Almond Milk, Unsweetened",Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,9,4.34,39.06,0.0,39.06
PO-00126,1,ALC-018,"Bourbon, Premium",Alcoholic Beverage,Spirits,750ml bottle,5,44.42,222.1,0.0,222.1
PO-00126,2,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,6,21.1,126.6,0.0,126.6
PO-00126,3,FRZ-008,"Dinner Rolls, Par-Baked",Frozen/Refrigerated Goods,Frozen Bread,case of 200,1,38.49,38.49,0.0,38.49
PO-00127,1,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,4,24.82,99.28,0.0,99.28
PO-00127,2,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,5,17.72,88.6,0.0,88.6
PO-00127,3,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,3,38.37,115.11,0.0,115.11
PO-00127,4,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,6,12.25,73.5,0.0,73.5
PO-00127,5,SUP-011,"Degreaser, Kitchen",Supplies,Cleaning,1 gal jug,2,20.58,41.16,2.7,38.46
PO-00127,6,LIQ-008,Soy Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,12.11,36.33,0.0,36.33
PO-00127,7,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,6,18.72,112.32,0.0,112.32
PO-00127,8,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,5,22.8,114.0,0.0,114.0
PO-00128,1,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,1,20.57,20.57,0.0,20.57
PO-00128,2,DRY-029,Sesame Seeds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,2,21.24,42.48,0.0,42.48
PO-00128,3,FRZ-026,Mozzarella Sticks,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,10,58.15,581.5,0.0,581.5
PO-00128,4,LIQ-025,"Beef Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,7,16.12,112.84,0.0,112.84
PO-00128,5,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,3,28.54,85.62,0.0,85.62
PO-00128,6,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,7,41.7,291.9,0.0,291.9
PO-00129,1,LIQ-008,Soy Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,12.9,51.6,0.0,51.6
PO-00129,2,SUP-015,"Paper Towels, Roll",Supplies,Paper Goods,case of 12,7,42.01,294.07,20.46,273.61
PO-00129,3,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,10,12.72,127.2,7.45,119.75
PO-00129,4,NAB-023,Root Beer Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,8,56.27,450.16,0.0,450.16
PO-00129,5,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,2,29.48,58.96,0.0,58.96
PO-00130,1,PRD-017,Cucumbers,Produce & Meat,Produce,case of 24,10,20.21,202.1,0.0,202.1
PO-00130,2,PRD-024,Pork Shoulder,Produce & Meat,Meat,case,8,3.89,31.12,0.0,31.12
PO-00130,3,FRZ-020,Heavy Cream,Frozen/Refrigerated Goods,Dairy,quart,1,5.33,5.33,0.24,5.09
PO-00130,4,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,1,4.67,4.67,0.0,4.67
PO-00131,1,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,4,53.65,214.6,8.86,205.74
PO-00131,2,PRD-005,"Garlic, Fresh",Produce & Meat,Produce,10 lb case,5,37.42,187.1,0.0,187.1
PO-00131,3,LIQ-022,Diced Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,2,8.51,17.02,0.51,16.51
PO-00131,4,DRY-014,Kosher Salt,Dry Goods & Spices,Spice,25 lb bag,7,9.93,69.51,3.94,65.57
PO-00131,5,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,7,19.52,136.64,0.0,136.64
PO-00131,6,FRZ-015,Shredded Mozzarella,Frozen/Refrigerated Goods,Dairy,5 lb bag,4,19.35,77.4,0.0,77.4
PO-00131,7,ALC-004,"Wheat Beer, Bottled",Alcoholic Beverage,Beer,case of 24,7,31.62,221.34,12.84,208.5
PO-00132,1,LIQ-001,Canola Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,7,42.82,299.74,0.0,299.74
PO-00132,2,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,9,3.88,34.92,0.0,34.92
PO-00132,3,NAB-004,Ginger Ale Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,10,69.55,695.5,0.0,695.5
PO-00133,1,PRD-006,"Bell Peppers, Green",Produce & Meat,Produce,25 lb case,3,39.15,117.45,6.59,110.86
PO-00133,2,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,9,32.16,289.44,0.0,289.44
PO-00133,3,FRZ-017,"Parmesan, Grated",Frozen/Refrigerated Goods,Dairy,5 lb bag,6,35.06,210.36,0.0,210.36
PO-00133,4,LIQ-019,Ginger Paste,Liquids/Pastes/Sauces,Paste,4 lb tub,4,18.97,75.88,0.0,75.88
PO-00133,5,FRZ-027,"Spring Rolls, Vegetable",Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,5,62.44,312.2,0.0,312.2
PO-00133,6,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,3,17.62,52.86,0.0,52.86
PO-00134,1,PRD-013,Celery,Produce & Meat,Produce,case of 30,7,31.08,217.56,0.0,217.56
PO-00134,2,PRD-015,Cilantro,Produce & Meat,Produce,case of 30 bunches,1,24.18,24.18,0.0,24.18
PO-00134,3,DRY-023,"Cinnamon, Ground",Dry Goods & Spices,Spice,1 lb bag,1,8.88,8.88,0.0,8.88
PO-00134,4,SUP-024,Container Lids,Supplies,Storage,case of 100,3,25.42,76.26,0.0,76.26
PO-00134,5,PRD-016,Jalapeños,Produce & Meat,Produce,10 lb case,3,18.24,54.72,0.0,54.72
PO-00134,6,PRD-003,"Tomatoes, Roma",Produce & Meat,Produce,25 lb case,5,37.32,186.6,0.0,186.6
PO-00134,7,DRY-005,Jasmine Rice,Dry Goods & Spices,Grain,50 lb bag,6,34.08,204.48,0.0,204.48
PO-00135,1,FRZ-004,"Frozen Spinach, Chopped",Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,9,25.81,232.29,15.01,217.28
PO-00135,2,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,8,38.78,310.24,0.0,310.24
PO-00135,3,LIQ-019,Ginger Paste,Liquids/Pastes/Sauces,Paste,4 lb tub,6,18.93,113.58,0.0,113.58
PO-00135,4,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,10,16.99,169.9,0.0,169.9
PO-00135,5,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,4,22.48,89.92,0.0,89.92
PO-00135,6,LIQ-025,"Beef Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,2,16.11,32.22,0.0,32.22
PO-00135,7,LIQ-007,Rice Wine Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,9,19.24,173.16,3.89,169.27
PO-00136,1,NAB-005,Still Water 16.9oz,Non-Alcoholic Beverage,Bottled Water,case of 24,6,6.63,39.78,0.0,39.78
PO-00136,2,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,10,34.71,347.1,0.0,347.1
PO-00136,3,FRZ-025,Frozen Salmon Fillets,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,10,95.17,951.7,0.0,951.7
PO-00136,4,ALC-019,"Rum, White",Alcoholic Beverage,Spirits,1.75L bottle,6,19.07,114.42,0.0,114.42
PO-00136,5,NAB-015,Black Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,9,16.01,144.09,7.25,136.84
PO-00137,1,LIQ-023,Tomato Puree,Liquids/Pastes/Sauces,Canned Tomato,#10 can,8,8.29,66.32,0.0,66.32
PO-00137,2,FRZ-022,"Eggs, Large",Frozen/Refrigerated Goods,Dairy,case of 15 dz,10,54.94,549.4,0.0,549.4
PO-00137,3,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,6,54.32,325.92,0.0,325.92
PO-00137,4,NAB-010,Lemon Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,2,4.79,9.58,0.0,9.58
PO-00137,5,ALC-021,"Whiskey, Rye",Alcoholic Beverage,Spirits,750ml bottle,5,37.89,189.45,9.66,179.79
PO-00138,1,SUP-011,"Degreaser, Kitchen",Supplies,Cleaning,1 gal jug,4,20.36,81.44,0.0,81.44
PO-00138,2,SUP-026,Hand Soap,Supplies,Chemical,1 gal jug,2,16.12,32.24,0.0,32.24
PO-00138,3,NAB-002,Diet Coke Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,7,61.87,433.09,0.0,433.09
PO-00138,4,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,3,41.73,125.19,7.89,117.3
PO-00139,1,NAB-027,Sparkling Lemon Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,7,16.83,117.81,0.0,117.81
PO-00139,2,PRD-006,"Bell Peppers, Green",Produce & Meat,Produce,25 lb case,2,38.91,77.82,0.0,77.82
PO-00139,3,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,10,22.3,223.0,14.44,208.56
PO-00139,4,DRY-029,Sesame Seeds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,2,19.6,39.2,0.0,39.2
PO-00139,5,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,5,28.24,141.2,0.0,141.2
PO-00139,6,FRZ-026,Mozzarella Sticks,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,2,56.49,112.98,0.0,112.98
PO-00139,7,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,7,22.31,156.17,0.0,156.17
PO-00140,1,DRY-005,Jasmine Rice,Dry Goods & Spices,Grain,50 lb bag,6,35.19,211.14,0.0,211.14
PO-00140,2,PRD-013,Celery,Produce & Meat,Produce,case of 30,9,28.49,256.41,5.77,250.64
PO-00140,3,SUP-024,Container Lids,Supplies,Storage,case of 100,7,24.98,174.86,0.0,174.86
PO-00140,4,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,5,12.36,61.8,0.0,61.8
PO-00141,1,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,10,27.14,271.4,0.0,271.4
PO-00141,2,SUP-022,"Disposable Gloves, Vinyl",Supplies,Gloves,case of 1000,9,37.44,336.96,0.0,336.96
PO-00141,3,ALC-009,Sauvignon Blanc,Alcoholic Beverage,Wine,case of 12,5,101.8,509.0,0.0,509.0
PO-00141,4,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,4,20.01,80.04,0.0,80.04
PO-00142,1,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,5,95.69,478.45,0.0,478.45
PO-00142,2,SUP-019,Plastic Wrap Roll,Supplies,Wrap/Film,roll,10,19.25,192.5,0.0,192.5
PO-00142,3,ALC-016,"Tequila, Reposado Premium",Alcoholic Beverage,Spirits,1L bottle,7,44.71,312.97,0.0,312.97
PO-00142,4,FRZ-002,Frozen Corn,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,4,24.07,96.28,0.0,96.28
PO-00142,5,FRZ-027,"Spring Rolls, Vegetable",Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,5,62.54,312.7,0.0,312.7
PO-00142,6,FRZ-024,Frozen Chicken Wings,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,6,101.17,607.02,0.0,607.02
PO-00142,7,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,6,56.73,340.38,0.0,340.38
PO-00143,1,DRY-012,Brown Sugar,Dry Goods & Spices,Sugar,25 lb bag,9,18.19,163.71,0.0,163.71
PO-00143,2,DRY-016,"Paprika, Smoked",Dry Goods & Spices,Spice,1 lb bag,10,10.31,103.1,0.0,103.1
PO-00143,3,PRD-020,"Ginger, Fresh",Produce & Meat,Produce,10 lb case,1,30.41,30.41,0.0,30.41
PO-00143,4,LIQ-021,Crushed Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,9,10.66,95.94,0.0,95.94
PO-00143,5,ALC-018,"Bourbon, Premium",Alcoholic Beverage,Spirits,750ml bottle,6,45.15,270.9,0.0,270.9
PO-00143,6,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,10,16.25,162.5,0.0,162.5
PO-00143,7,PRD-025,"Bacon, Sliced",Produce & Meat,Meat,15 lb case,8,68.61,548.88,0.0,548.88
PO-00144,1,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,9,18.37,165.33,4.89,160.44
PO-00144,2,PRD-028,Ground Pork,Produce & Meat,Meat,case,10,3.9,39.0,0.0,39.0
PO-00144,3,LIQ-022,Diced Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,8,9.02,72.16,0.0,72.16
PO-00144,4,PRD-007,"Bell Peppers, Red",Produce & Meat,Produce,25 lb case,8,40.28,322.24,0.0,322.24
PO-00145,1,FRZ-002,Frozen Corn,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,9,24.1,216.9,0.0,216.9
PO-00145,2,FRZ-009,Pizza Dough Balls,Frozen/Refrigerated Goods,Frozen Bread,case of 40,5,38.69,193.45,0.0,193.45
PO-00145,3,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,7,33.7,235.9,0.0,235.9
PO-00145,4,NAB-013,"Drip Coffee, Medium Roast",Non-Alcoholic Beverage,Coffee,2 lb bag,2,16.53,33.06,0.0,33.06
PO-00145,5,LIQ-015,Caesar Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,18.94,75.76,0.0,75.76
PO-00146,1,DRY-024,Baking Powder,Dry Goods & Spices,Baking,10 lb can,4,19.87,79.48,0.0,79.48
PO-00146,2,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,2,21.62,43.24,0.0,43.24
PO-00146,3,ALC-021,"Whiskey, Rye",Alcoholic Beverage,Spirits,750ml bottle,4,37.66,150.64,0.0,150.64
PO-00146,4,ALC-009,Sauvignon Blanc,Alcoholic Beverage,Wine,case of 12,7,102.79,719.53,16.25,703.28
PO-00146,5,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,3,24.82,74.46,3.78,70.68
PO-00146,6,ALC-024,Coffee Liqueur,Alcoholic Beverage,Liqueur,750ml bottle,3,26.71,80.13,2.84,77.29
PO-00146,7,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,7,33.24,232.68,0.0,232.68
PO-00146,8,LIQ-011,BBQ Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,1,16.73,16.73,0.0,16.73
PO-00147,1,SUP-005,"Napkins, Dinner",Supplies,Disposable,case of 3000,6,31.47,188.82,0.0,188.82
PO-00147,2,DRY-015,"Black Pepper, Ground",Dry Goods & Spices,Spice,1 lb bag,2,13.94,27.88,0.0,27.88
PO-00147,3,FRZ-007,"Hash Browns, Shredded",Frozen/Refrigerated Goods,Frozen Potato,20 lb case,2,27.31,54.62,2.81,51.81
PO-00147,4,FRZ-030,"Pie Crust, Frozen 9in",Frozen/Refrigerated Goods,Frozen Dessert,case of 24,7,34.01,238.07,0.0,238.07
PO-00148,1,PRD-025,"Bacon, Sliced",Produce & Meat,Meat,15 lb case,1,70.35,70.35,0.0,70.35
PO-00148,2,ALC-024,Coffee Liqueur,Alcoholic Beverage,Liqueur,750ml bottle,7,26.42,184.94,0.0,184.94
PO-00148,3,ALC-018,"Bourbon, Premium",Alcoholic Beverage,Spirits,750ml bottle,1,43.37,43.37,0.0,43.37
PO-00148,4,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,8,28.23,225.84,0.0,225.84
PO-00148,5,PRD-011,"Potatoes, Russet",Produce & Meat,Produce,50 lb bag,10,31.77,317.7,0.0,317.7
PO-00148,6,DRY-004,"White Rice, Long Grain",Dry Goods & Spices,Grain,50 lb bag,10,36.93,369.3,10.35,358.95
PO-00148,7,LIQ-014,Ranch Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,20.07,80.28,0.0,80.28
PO-00149,1,NAB-001,Coca-Cola Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,9,64.45,580.05,11.85,568.2
PO-00149,2,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,6,5.17,31.02,0.0,31.02
PO-00149,3,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,7,3.74,26.18,0.0,26.18
PO-00149,4,PRD-028,Ground Pork,Produce & Meat,Meat,case,9,3.77,33.93,0.0,33.93
PO-00150,1,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,7,23.48,164.36,0.0,164.36
PO-00150,2,DRY-011,Granulated Sugar,Dry Goods & Spices,Sugar,50 lb bag,2,26.01,52.02,0.0,52.02
PO-00150,3,LIQ-008,Soy Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,12.62,37.86,1.91,35.95
PO-00150,4,SUP-026,Hand Soap,Supplies,Chemical,1 gal jug,9,16.7,150.3,0.0,150.3
PO-00150,5,FRZ-017,"Parmesan, Grated",Frozen/Refrigerated Goods,Dairy,5 lb bag,1,35.0,35.0,0.0,35.0
PO-00150,6,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,1,17.7,17.7,0.0,17.7
PO-00150,7,FRZ-021,Sour Cream,Frozen/Refrigerated Goods,Dairy,5 lb tub,8,15.82,126.56,0.0,126.56
PO-00151,1,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,5,43.61,218.05,0.0,218.05
PO-00151,2,FRZ-004,"Frozen Spinach, Chopped",Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,3,26.56,79.68,0.0,79.68
PO-00151,3,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,4,12.17,48.68,0.0,48.68
PO-00152,1,PRD-013,Celery,Produce & Meat,Produce,case of 30,3,30.41,91.23,3.34,87.89
PO-00152,2,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,7,20.31,142.17,0.0,142.17
PO-00152,3,DRY-016,"Paprika, Smoked",Dry Goods & Spices,Spice,1 lb bag,1,9.7,9.7,0.0,9.7
PO-00152,4,ALC-022,"Scotch, Blended",Alcoholic Beverage,Spirits,750ml bottle,2,28.27,56.54,0.0,56.54
PO-00153,1,LIQ-026,"Vegetable Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,2,16.1,32.2,0.0,32.2
PO-00153,2,NAB-001,Coca-Cola Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,2,66.71,133.42,0.0,133.42
PO-00153,3,DRY-019,Garlic Powder,Dry Goods & Spices,Spice,1 lb bag,9,8.82,79.38,0.0,79.38
PO-00153,4,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,8,114.71,917.68,0.0,917.68
PO-00153,5,FRZ-029,Frozen Diced Onions,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,4,26.59,106.36,0.0,106.36
PO-00153,6,LIQ-014,Ranch Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,8,21.05,168.4,0.0,168.4
PO-00154,1,ALC-030,"Vermouth, Dry",Alcoholic Beverage,Liqueur,1L bottle,2,12.12,24.24,0.0,24.24
PO-00154,2,LIQ-001,Canola Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,6,43.65,261.9,19.87,242.03
PO-00154,3,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,6,23.64,141.84,0.0,141.84
PO-00154,4,NAB-001,Coca-Cola Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,3,68.29,204.87,0.0,204.87
PO-00154,5,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,4,5.18,20.72,0.0,20.72
